1146	0
764	0
1216	0
180	0
1040	0
205	0
520	0
68	0
152	0
1161	0
388	0
1378	0
287	0
1048	0
1301	0
565	0
981	0
1332	0
557	0
49	0
1004	0
550	0
812	0
340	0
371	0
1171	0
1357	0
367	0
1353	0
536	0
765	0
143	0
549	0
424	0
454	0
1090	0
249	0
192	0
705	0
1056	0
663	0
24	0
23	0
954	0
1043	0
832	0
1273	0
441	0
667	0
1083	0
405	0
710	0
1136	0
421	0
1078	0
1084	0
727	0
1126	0
391	0
1122	0
1105	0
404	0
1095	0
799	0
374	0
378	0
397	0
381	0
715	0
717	0
1102	0
1139	0
1123	0
716	0
1096	0
1154	0
270	0
269	0
268	0
265	0
1210	0
1213	0
254	0
1218	0
1205	0
1219	0
1220	0
1223	0
1225	0
232	0
1238	0
228	0
224	0
833	0
247	0
347	0
1204	0
845	0
336	0
1160	0
330	0
864	0
325	0
709	0
320	0
315	0
1202	0
862	0
857	0
294	0
291	0
1188	0
854	0
853	0
1198	0
746	0
303	0
324	0
1050	0
882	0
596	0
960	0
594	0
962	0
673	0
904	0
585	0
968	0
680	0
682	0
566	0
563	0
983	0
984	0
553	0
551	0
547	0
991	0
993	0
957	0
994	0
955	0
604	0
658	0
917	0
651	0
650	0
649	0
924	0
644	0
927	0
633	0
630	0
937	0
623	0
907	0
621	0
619	0
616	0
614	0
946	0
949	0
953	0
1075	0
541	0
539	0
701	0
1034	0
476	0
1035	0
883	0
472	0
471	0
467	0
1046	0
462	0
216	0
1051	0
1052	0
1053	0
451	0
449	0
1065	0
432	0
1068	0
482	0
686	0
1027	0
1026	0
535	0
530	0
529	0
525	0
522	0
891	0
512	0
1014	0
1016	0
506	0
692	0
501	0
1020	0
497	0
888	0
495	0
491	0
696	0
887	0
485	0
212	0
331	0
163	0
1373	0
1302	0
1374	0
1376	0
134	0
818	0
1351	0
27	0
1337	0
131	0
819	0
1272	0
1270	0
1269	0
90	0
21	0
1306	0
127	0
20	0
829	0
91	0
174	0
1372	0
63	0
1290	0
56	0
811	0
1362	0
161	0
1283	0
1363	0
165	0
45	0
1282	0
149	0
1281	0
1294	0
810	0
168	0
169	0
1299	0
79	0
138	0
19	0
85	0
1288	0
1388	0
116	0
193	0
110	0
111	0
211	0
4	0
11	0
122	0
772	0
1309	0
201	0
1261	0
1323	0
97	0
1263	0
198	0
771	0
803	0
126	0
804	0
195	0
1350	0
109	0
518	0
527	0
1010	0
1008	0
107	0
515	0
72	0
517	0
1318	0
896	0
1348	0
521	0
70	0
999	0
1007	0
513	0
1001	0
448	0
1057	0
446	0
65	0
69	0
71	0
1344	0
1033	0
815	0
83	0
466	0
100	0
1045	0
488	0
486	0
87	0
99	0
703	0
1324	0
885	0
700	0
94	0
1328	0
1329	0
492	0
704	0
1321	0
104	0
1015	0
455	0
508	0
781	0
505	0
77	0
502	0
1013	0
456	0
